      solid_mrpc16_1  |          cc_pro_tcd  |16-channel MRPC module 1 mother volume  |                              0*cm 0*cm -128.51*cm  |                       0*deg 0*deg 0*deg  | aaaaaa   |                 Box  |                                    19.2*cm 15.45*cm 1.75*cm  |              G4_AIR  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_1_glass1_1  |      solid_mrpc16_1  |      MRPC16 inner glass layer  |                             0*cm 0*cm -0.22725*cm  |                       0*deg 0*deg 0*deg  | 6699ff   |                 Box  |                                   19.2*cm 14.25*cm 0.025*cm  |            RPCglass  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_1_glass1_2  |      solid_mrpc16_1  |      MRPC16 inner glass layer  |                             0*cm 0*cm -0.30225*cm  |                       0*deg 0*deg 0*deg  | 6699ff   |                 Box  |                                   19.2*cm 14.25*cm 0.025*cm  |            RPCglass  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_1_glass1_3  |      solid_mrpc16_1  |      MRPC16 inner glass layer  |                             0*cm 0*cm -0.37725*cm  |                       0*deg 0*deg 0*deg  | 6699ff   |                 Box  |                                   19.2*cm 14.25*cm 0.025*cm  |            RPCglass  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_1_glass1_4  |      solid_mrpc16_1  |      MRPC16 inner glass layer  |                             0*cm 0*cm -0.45225*cm  |                       0*deg 0*deg 0*deg  | 6699ff   |                 Box  |                                   19.2*cm 14.25*cm 0.025*cm  |            RPCglass  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_1_glass1_5  |      solid_mrpc16_1  |      MRPC16 inner glass layer  |                              0*cm 0*cm 0.22725*cm  |                       0*deg 0*deg 0*deg  | 6699ff   |                 Box  |                                   19.2*cm 14.25*cm 0.025*cm  |            RPCglass  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_1_glass1_6  |      solid_mrpc16_1  |      MRPC16 inner glass layer  |                              0*cm 0*cm 0.30225*cm  |                       0*deg 0*deg 0*deg  | 6699ff   |                 Box  |                                   19.2*cm 14.25*cm 0.025*cm  |            RPCglass  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_1_glass1_7  |      solid_mrpc16_1  |      MRPC16 inner glass layer  |                              0*cm 0*cm 0.37725*cm  |                       0*deg 0*deg 0*deg  | 6699ff   |                 Box  |                                   19.2*cm 14.25*cm 0.025*cm  |            RPCglass  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_1_glass1_8  |      solid_mrpc16_1  |      MRPC16 inner glass layer  |                              0*cm 0*cm 0.45225*cm  |                       0*deg 0*deg 0*deg  | 6699ff   |                 Box  |                                   19.2*cm 14.25*cm 0.025*cm  |            RPCglass  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
      solid_mrpc16_2  |          cc_pro_tcd  |16-channel MRPC module 2 mother volume  |                              0*cm 0*cm -122.79*cm  |                       0*deg 0*deg 0*deg  | aaaaaa   |                 Box  |                                    19.2*cm 15.45*cm 1.75*cm  |              G4_AIR  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_PCB_1  |      solid_mrpc16_2  |              MRPC16 PCB layer  |                              0*cm 0*cm 0.64125*cm  |                       0*deg 0*deg 0*deg  | 00aa44   |                 Box  |                                    19.2*cm 15.45*cm 0.04*cm  |              pcbmvd  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_PCB_2  |      solid_mrpc16_2  |              MRPC16 PCB layer  |                              0*cm 0*cm 0.04175*cm  |                       0*deg 0*deg 0*deg  | 00aa44   |                 Box  |                                    19.2*cm 15.45*cm 0.04*cm  |              pcbmvd  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_PCB_3  |      solid_mrpc16_2  |              MRPC16 PCB layer  |                             0*cm 0*cm -0.04175*cm  |                       0*deg 0*deg 0*deg  | 00aa44   |                 Box  |                                    19.2*cm 15.45*cm 0.04*cm  |              pcbmvd  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_PCB_4  |      solid_mrpc16_2  |              MRPC16 PCB layer  |                             0*cm 0*cm -0.64125*cm  |                       0*deg 0*deg 0*deg  | 00aa44   |                 Box  |                                    19.2*cm 15.45*cm 0.04*cm  |              pcbmvd  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_mylar_1  |      solid_mrpc16_2  |            MRPC16 mylar layer  |                              0*cm 0*cm 0.09425*cm  |                       0*deg 0*deg 0*deg  | ff66cc   |                 Box  |                                  19.2*cm 15.45*cm 0.0125*cm  |               mylar  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_mylar_2  |      solid_mrpc16_2  |            MRPC16 mylar layer  |                             0*cm 0*cm -0.09425*cm  |                       0*deg 0*deg 0*deg  | ff66cc   |                 Box  |                                  19.2*cm 15.45*cm 0.0125*cm  |               mylar  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_mylar_3  |      solid_mrpc16_2  |            MRPC16 mylar layer  |                              0*cm 0*cm 0.58525*cm  |                       0*deg 0*deg 0*deg  | ff66cc   |                 Box  |                                  19.2*cm 15.45*cm 0.0125*cm  |               mylar  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_mylar_4  |      solid_mrpc16_2  |            MRPC16 mylar layer  |                             0*cm 0*cm -0.58525*cm  |                       0*deg 0*deg 0*deg  | ff66cc   |                 Box  |                                  19.2*cm 15.45*cm 0.0125*cm  |               mylar  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_electrode_1  |      solid_mrpc16_2  |       MRPC16 carbon electrode  |                                0*cm 0*cm 0.107*cm  |                       0*deg 0*deg 0*deg  | 222222   |                 Box  |                                 19.2*cm 14.25*cm 0.00025*cm  |              carbon  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_electrode_2  |      solid_mrpc16_2  |       MRPC16 carbon electrode  |                               0*cm 0*cm -0.107*cm  |                       0*deg 0*deg 0*deg  | 222222   |                 Box  |                                 19.2*cm 14.25*cm 0.00025*cm  |              carbon  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_electrode_3  |      solid_mrpc16_2  |       MRPC16 carbon electrode  |                               0*cm 0*cm 0.5725*cm  |                       0*deg 0*deg 0*deg  | 222222   |                 Box  |                                 19.2*cm 14.25*cm 0.00025*cm  |              carbon  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_electrode_4  |      solid_mrpc16_2  |       MRPC16 carbon electrode  |                              0*cm 0*cm -0.5725*cm  |                       0*deg 0*deg 0*deg  | 222222   |                 Box  |                                 19.2*cm 14.25*cm 0.00025*cm  |              carbon  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_1  |      solid_mrpc16_2  |          MRPC16 readout strip  |                         0*cm -12.85*cm -0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_2  |      solid_mrpc16_2  |          MRPC16 readout strip  |                         0*cm -11.15*cm -0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_3  |      solid_mrpc16_2  |          MRPC16 readout strip  |                          0*cm -9.45*cm -0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_4  |      solid_mrpc16_2  |          MRPC16 readout strip  |                          0*cm -7.75*cm -0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_5  |      solid_mrpc16_2  |          MRPC16 readout strip  |                          0*cm -6.05*cm -0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_6  |      solid_mrpc16_2  |          MRPC16 readout strip  |                          0*cm -4.35*cm -0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_7  |      solid_mrpc16_2  |          MRPC16 readout strip  |                          0*cm -2.65*cm -0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_8  |      solid_mrpc16_2  |          MRPC16 readout strip  |             0*cm -0.949999999999999*cm -0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_9  |      solid_mrpc16_2  |          MRPC16 readout strip  |                           0*cm 0.75*cm -0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_10  |      solid_mrpc16_2  |          MRPC16 readout strip  |                           0*cm 2.45*cm -0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_11  |      solid_mrpc16_2  |          MRPC16 readout strip  |                           0*cm 4.15*cm -0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_12  |      solid_mrpc16_2  |          MRPC16 readout strip  |                           0*cm 5.85*cm -0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_13  |      solid_mrpc16_2  |          MRPC16 readout strip  |                           0*cm 7.55*cm -0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_14  |      solid_mrpc16_2  |          MRPC16 readout strip  |                           0*cm 9.25*cm -0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_15  |      solid_mrpc16_2  |          MRPC16 readout strip  |                          0*cm 10.95*cm -0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_16  |      solid_mrpc16_2  |          MRPC16 readout strip  |                          0*cm 12.65*cm -0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_17  |      solid_mrpc16_2  |          MRPC16 readout strip  |                          0*cm -12.85*cm 0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_18  |      solid_mrpc16_2  |          MRPC16 readout strip  |                          0*cm -11.15*cm 0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_19  |      solid_mrpc16_2  |          MRPC16 readout strip  |                           0*cm -9.45*cm 0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_20  |      solid_mrpc16_2  |          MRPC16 readout strip  |                           0*cm -7.75*cm 0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_21  |      solid_mrpc16_2  |          MRPC16 readout strip  |                           0*cm -6.05*cm 0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_22  |      solid_mrpc16_2  |          MRPC16 readout strip  |                           0*cm -4.35*cm 0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_23  |      solid_mrpc16_2  |          MRPC16 readout strip  |                           0*cm -2.65*cm 0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_24  |      solid_mrpc16_2  |          MRPC16 readout strip  |              0*cm -0.949999999999999*cm 0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_25  |      solid_mrpc16_2  |          MRPC16 readout strip  |                            0*cm 0.75*cm 0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_26  |      solid_mrpc16_2  |          MRPC16 readout strip  |                            0*cm 2.45*cm 0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_27  |      solid_mrpc16_2  |          MRPC16 readout strip  |                            0*cm 4.15*cm 0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_28  |      solid_mrpc16_2  |          MRPC16 readout strip  |                            0*cm 5.85*cm 0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_29  |      solid_mrpc16_2  |          MRPC16 readout strip  |                            0*cm 7.55*cm 0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_30  |      solid_mrpc16_2  |          MRPC16 readout strip  |                            0*cm 9.25*cm 0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_31  |      solid_mrpc16_2  |          MRPC16 readout strip  |                           0*cm 10.95*cm 0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_32  |      solid_mrpc16_2  |          MRPC16 readout strip  |                           0*cm 12.65*cm 0.5995*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_33  |      solid_mrpc16_2  |  MRPC16 central readout strip  |                               0*cm -12.85*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_34  |      solid_mrpc16_2  |  MRPC16 central readout strip  |                               0*cm -11.15*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_35  |      solid_mrpc16_2  |  MRPC16 central readout strip  |                                0*cm -9.45*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_36  |      solid_mrpc16_2  |  MRPC16 central readout strip  |                                0*cm -7.75*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_37  |      solid_mrpc16_2  |  MRPC16 central readout strip  |                                0*cm -6.05*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_38  |      solid_mrpc16_2  |  MRPC16 central readout strip  |                                0*cm -4.35*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_39  |      solid_mrpc16_2  |  MRPC16 central readout strip  |                                0*cm -2.65*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_40  |      solid_mrpc16_2  |  MRPC16 central readout strip  |                   0*cm -0.949999999999999*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_41  |      solid_mrpc16_2  |  MRPC16 central readout strip  |                                 0*cm 0.75*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_42  |      solid_mrpc16_2  |  MRPC16 central readout strip  |                                 0*cm 2.45*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_43  |      solid_mrpc16_2  |  MRPC16 central readout strip  |                                 0*cm 4.15*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_44  |      solid_mrpc16_2  |  MRPC16 central readout strip  |                                 0*cm 5.85*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_45  |      solid_mrpc16_2  |  MRPC16 central readout strip  |                                 0*cm 7.55*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_46  |      solid_mrpc16_2  |  MRPC16 central readout strip  |                                 0*cm 9.25*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_47  |      solid_mrpc16_2  |  MRPC16 central readout strip  |                                0*cm 10.95*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_readout_48  |      solid_mrpc16_2  |  MRPC16 central readout strip  |                                0*cm 12.65*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff9900   |                 Box  |                                  19.2*cm 0.75*cm 0.00175*cm  |              copper  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_honeycomb_1  |      solid_mrpc16_2  |      MRPC16 honeycomb support  |                             0*cm 0*cm 1.195625*cm  |                       0*deg 0*deg 0*deg  | ffaa00   |                 Box  |                                19.2*cm 15.45*cm 0.514375*cm  |           honeycomb  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_honeycomb_2  |      solid_mrpc16_2  |      MRPC16 honeycomb support  |                            0*cm 0*cm -1.195625*cm  |                       0*deg 0*deg 0*deg  | ffaa00   |                 Box  |                                19.2*cm 15.45*cm 0.514375*cm  |           honeycomb  |                  no  |     1   |     0   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_mrpc16_2_gap_1  |      solid_mrpc16_2  |            MRPC16 RPC gas gap  |                             0*cm 0*cm -0.18975*cm  |                       0*deg 0*deg 0*deg  | ffffff   |                 Box  |                                  19.2*cm 14.25*cm 0.0125*cm  |              RPCgas  |                  no  |     1   |     0   |     1   |   1   |   1   |          solid_mrpc  |          solid_mrpc  |sector manual 2 layer manual 1 component manual 1 
solid_mrpc16_2_gap_2  |      solid_mrpc16_2  |            MRPC16 RPC gas gap  |                             0*cm 0*cm -0.26475*cm  |                       0*deg 0*deg 0*deg  | ffffff   |                 Box  |                                  19.2*cm 14.25*cm 0.0125*cm  |              RPCgas  |                  no  |     1   |     0   |     1   |   1   |   1   |          solid_mrpc  |          solid_mrpc  |sector manual 2 layer manual 2 component manual 1 
solid_mrpc16_2_gap_3  |      solid_mrpc16_2  |            MRPC16 RPC gas gap  |                             0*cm 0*cm -0.33975*cm  |                       0*deg 0*deg 0*deg  | ffffff   |                 Box  |                                  19.2*cm 14.25*cm 0.0125*cm  |              RPCgas  |                  no  |     1   |     0   |     1   |   1   |   1   |          solid_mrpc  |          solid_mrpc  |sector manual 2 layer manual 3 component manual 1 
solid_mrpc16_2_gap_4  |      solid_mrpc16_2  |            MRPC16 RPC gas gap  |                             0*cm 0*cm -0.41475*cm  |                       0*deg 0*deg 0*deg  | ffffff   |                 Box  |                                  19.2*cm 14.25*cm 0.0125*cm  |              RPCgas  |                  no  |     1   |     0   |     1   |   1   |   1   |          solid_mrpc  |          solid_mrpc  |sector manual 2 layer manual 4 component manual 1 
solid_mrpc16_2_gap_5  |      solid_mrpc16_2  |            MRPC16 RPC gas gap  |                             0*cm 0*cm -0.48975*cm  |                       0*deg 0*deg 0*deg  | ffffff   |                 Box  |                                  19.2*cm 14.25*cm 0.0125*cm  |              RPCgas  |                  no  |     1   |     0   |     1   |   1   |   1   |          solid_mrpc  |          solid_mrpc  |sector manual 2 layer manual 5 component manual 1 
solid_mrpc16_2_gap_6  |      solid_mrpc16_2  |            MRPC16 RPC gas gap  |                              0*cm 0*cm 0.18975*cm  |                       0*deg 0*deg 0*deg  | ffffff   |                 Box  |                                  19.2*cm 14.25*cm 0.0125*cm  |              RPCgas  |                  no  |     1   |     0   |     1   |   1   |   1   |          solid_mrpc  |          solid_mrpc  |sector manual 2 layer manual 6 component manual 1 
solid_mrpc16_2_gap_7  |      solid_mrpc16_2  |            MRPC16 RPC gas gap  |                              0*cm 0*cm 0.26475*cm  |                       0*deg 0*deg 0*deg  | ffffff   |                 Box  |                                  19.2*cm 14.25*cm 0.0125*cm  |              RPCgas  |                  no  |     1   |     0   |     1   |   1   |   1   |          solid_mrpc  |          solid_mrpc  |sector manual 2 layer manual 7 component manual 1 
solid_mrpc16_2_gap_8  |      solid_mrpc16_2  |            MRPC16 RPC gas gap  |                              0*cm 0*cm 0.33975*cm  |                       0*deg 0*deg 0*deg  | ffffff   |                 Box  |                                  19.2*cm 14.25*cm 0.0125*cm  |              RPCgas  |                  no  |     1   |     0   |     1   |   1   |   1   |          solid_mrpc  |          solid_mrpc  |sector manual 2 layer manual 8 component manual 1 
solid_mrpc16_2_gap_9  |      solid_mrpc16_2  |            MRPC16 RPC gas gap  |                              0*cm 0*cm 0.41475*cm  |                       0*deg 0*deg 0*deg  | ffffff   |                 Box  |                                  19.2*cm 14.25*cm 0.0125*cm  |              RPCgas  |                  no  |     1   |     0   |     1   |   1   |   1   |          solid_mrpc  |          solid_mrpc  |sector manual 2 layer manual 9 component manual 1 
