        cher_lg_Tank  |                root  |                          tank  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | FF9900   |            Polycone  |0*deg 360*deg 4 65*cm 67*cm 67*cm 85*cm 144*cm 155*cm 265*cm 265*cm 194*cm 209.01*cm 209.01*cm 301*cm  |    SL_LGCCgas_SIDIS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 cher_lg_PMT_30_3_10  |        cher_lg_Tank  |          PMT number 1 0 2 1 1  |                   36.096*cm 239.153*cm 243.113*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 10 
 cher_lg_PMT_30_3_11  |        cher_lg_Tank  |          PMT number 1 0 2 1 2  |                   36.148*cm 239.444*cm 243.692*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 11 
 cher_lg_PMT_30_3_12  |        cher_lg_Tank  |          PMT number 1 0 2 1 3  |                   36.200*cm 239.734*cm 244.271*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 12 
 cher_lg_PMT_30_3_13  |        cher_lg_Tank  |          PMT number 1 0 2 1 4  |                   36.253*cm 240.025*cm 244.850*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 13 
 cher_lg_PMT_30_3_14  |        cher_lg_Tank  |          PMT number 1 0 2 1 5  |                   36.305*cm 240.315*cm 245.429*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 14 
 cher_lg_PMT_30_3_15  |        cher_lg_Tank  |          PMT number 1 0 2 1 6  |                   36.357*cm 240.605*cm 246.008*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 15 
 cher_lg_PMT_30_3_16  |        cher_lg_Tank  |          PMT number 1 0 2 1 7  |                   36.409*cm 240.896*cm 246.588*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 16 
 cher_lg_PMT_30_3_17  |        cher_lg_Tank  |          PMT number 1 0 2 2 0  |                   36.683*cm 238.748*cm 242.534*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 17 
 cher_lg_PMT_30_3_18  |        cher_lg_Tank  |          PMT number 1 0 2 2 1  |                   36.736*cm 239.038*cm 243.113*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 18 
 cher_lg_PMT_30_3_19  |        cher_lg_Tank  |          PMT number 1 0 2 2 2  |                   36.788*cm 239.329*cm 243.692*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 19 
 cher_lg_PMT_30_3_20  |        cher_lg_Tank  |          PMT number 1 0 2 2 3  |                   36.840*cm 239.619*cm 244.271*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 20 
 cher_lg_PMT_30_3_21  |        cher_lg_Tank  |          PMT number 1 0 2 2 4  |                   36.892*cm 239.909*cm 244.850*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 21 
 cher_lg_PMT_30_3_22  |        cher_lg_Tank  |          PMT number 1 0 2 2 5  |                   36.945*cm 240.200*cm 245.429*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 22 
 cher_lg_PMT_30_3_23  |        cher_lg_Tank  |          PMT number 1 0 2 2 6  |                   36.997*cm 240.490*cm 246.008*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 23 
 cher_lg_PMT_30_3_24  |        cher_lg_Tank  |          PMT number 1 0 2 2 7  |                   37.049*cm 240.781*cm 246.588*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 24 
 cher_lg_PMT_30_3_25  |        cher_lg_Tank  |          PMT number 1 0 2 3 0  |                   37.323*cm 238.633*cm 242.534*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 25 
 cher_lg_PMT_30_3_26  |        cher_lg_Tank  |          PMT number 1 0 2 3 1  |                   37.375*cm 238.923*cm 243.113*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 26 
 cher_lg_PMT_30_3_27  |        cher_lg_Tank  |          PMT number 1 0 2 3 2  |                   37.428*cm 239.213*cm 243.692*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 27 
 cher_lg_PMT_30_3_28  |        cher_lg_Tank  |          PMT number 1 0 2 3 3  |                   37.480*cm 239.504*cm 244.271*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 28 
 cher_lg_PMT_30_3_29  |        cher_lg_Tank  |          PMT number 1 0 2 3 4  |                   37.532*cm 239.794*cm 244.850*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 29 
 cher_lg_PMT_30_3_30  |        cher_lg_Tank  |          PMT number 1 0 2 3 5  |                   37.584*cm 240.085*cm 245.429*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 30 
 cher_lg_PMT_30_3_31  |        cher_lg_Tank  |          PMT number 1 0 2 3 6  |                   37.637*cm 240.375*cm 246.008*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 31 
 cher_lg_PMT_30_3_32  |        cher_lg_Tank  |          PMT number 1 0 2 3 7  |                   37.689*cm 240.666*cm 246.588*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 32 
 cher_lg_PMT_30_3_33  |        cher_lg_Tank  |          PMT number 1 0 2 4 0  |                   37.963*cm 238.517*cm 242.534*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 33 
 cher_lg_PMT_30_3_34  |        cher_lg_Tank  |          PMT number 1 0 2 4 1  |                   38.015*cm 238.808*cm 243.113*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 34 
 cher_lg_PMT_30_3_35  |        cher_lg_Tank  |          PMT number 1 0 2 4 2  |                   38.067*cm 239.098*cm 243.692*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 35 
 cher_lg_PMT_30_3_36  |        cher_lg_Tank  |          PMT number 1 0 2 4 3  |                   38.120*cm 239.389*cm 244.271*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 36 
 cher_lg_PMT_30_3_37  |        cher_lg_Tank  |          PMT number 1 0 2 4 4  |                   38.172*cm 239.679*cm 244.850*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 37 
 cher_lg_PMT_30_3_38  |        cher_lg_Tank  |          PMT number 1 0 2 4 5  |                   38.224*cm 239.970*cm 245.429*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 38 
 cher_lg_PMT_30_3_39  |        cher_lg_Tank  |          PMT number 1 0 2 4 6  |                   38.276*cm 240.260*cm 246.008*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 39 
 cher_lg_PMT_30_3_40  |        cher_lg_Tank  |          PMT number 1 0 2 4 7  |                   38.329*cm 240.550*cm 246.588*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 40 
 cher_lg_PMT_30_3_41  |        cher_lg_Tank  |          PMT number 1 0 2 5 0  |                   38.603*cm 238.402*cm 242.534*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 41 
 cher_lg_PMT_30_3_42  |        cher_lg_Tank  |          PMT number 1 0 2 5 1  |                   38.655*cm 238.693*cm 243.113*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 42 
 cher_lg_PMT_30_3_43  |        cher_lg_Tank  |          PMT number 1 0 2 5 2  |                   38.707*cm 238.983*cm 243.692*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 43 
 cher_lg_PMT_30_3_44  |        cher_lg_Tank  |          PMT number 1 0 2 5 3  |                   38.759*cm 239.274*cm 244.271*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 44 
 cher_lg_PMT_30_3_45  |        cher_lg_Tank  |          PMT number 1 0 2 5 4  |                   38.812*cm 239.564*cm 244.850*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 45 
 cher_lg_PMT_30_3_46  |        cher_lg_Tank  |          PMT number 1 0 2 5 5  |                   38.864*cm 239.855*cm 245.429*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 46 
 cher_lg_PMT_30_3_47  |        cher_lg_Tank  |          PMT number 1 0 2 5 6  |                   38.916*cm 240.145*cm 246.008*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 47 
 cher_lg_PMT_30_3_48  |        cher_lg_Tank  |          PMT number 1 0 2 5 7  |                   38.968*cm 240.435*cm 246.588*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 48 
 cher_lg_PMT_30_3_49  |        cher_lg_Tank  |          PMT number 1 0 2 6 0  |                   39.242*cm 238.287*cm 242.534*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 49 
 cher_lg_PMT_30_3_50  |        cher_lg_Tank  |          PMT number 1 0 2 6 1  |                   39.294*cm 238.578*cm 243.113*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 50 
 cher_lg_PMT_30_3_51  |        cher_lg_Tank  |          PMT number 1 0 2 6 2  |                   39.347*cm 238.868*cm 243.692*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 51 
 cher_lg_PMT_30_3_52  |        cher_lg_Tank  |          PMT number 1 0 2 6 3  |                   39.399*cm 239.159*cm 244.271*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 52 
 cher_lg_PMT_30_3_53  |        cher_lg_Tank  |          PMT number 1 0 2 6 4  |                   39.451*cm 239.449*cm 244.850*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 53 
 cher_lg_PMT_30_3_54  |        cher_lg_Tank  |          PMT number 1 0 2 6 5  |                   39.504*cm 239.739*cm 245.429*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 54 
 cher_lg_PMT_30_3_55  |        cher_lg_Tank  |          PMT number 1 0 2 6 6  |                   39.556*cm 240.030*cm 246.008*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 55 
 cher_lg_PMT_30_3_56  |        cher_lg_Tank  |          PMT number 1 0 2 6 7  |                   39.608*cm 240.320*cm 246.588*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 56 
 cher_lg_PMT_30_3_57  |        cher_lg_Tank  |          PMT number 1 0 2 7 0  |                   39.882*cm 238.172*cm 242.534*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 57 
 cher_lg_PMT_30_3_58  |        cher_lg_Tank  |          PMT number 1 0 2 7 1  |                   39.934*cm 238.463*cm 243.113*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 58 
 cher_lg_PMT_30_3_59  |        cher_lg_Tank  |          PMT number 1 0 2 7 2  |                   39.986*cm 238.753*cm 243.692*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 59 
 cher_lg_PMT_30_3_60  |        cher_lg_Tank  |          PMT number 1 0 2 7 3  |                   40.039*cm 239.043*cm 244.271*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 60 
 cher_lg_PMT_30_3_61  |        cher_lg_Tank  |          PMT number 1 0 2 7 4  |                   40.091*cm 239.334*cm 244.850*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 61 
 cher_lg_PMT_30_3_62  |        cher_lg_Tank  |          PMT number 1 0 2 7 5  |                   40.143*cm 239.624*cm 245.429*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 62 
 cher_lg_PMT_30_3_63  |        cher_lg_Tank  |          PMT number 1 0 2 7 6  |                   40.196*cm 239.915*cm 246.008*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 63 
 cher_lg_PMT_30_3_64  |        cher_lg_Tank  |          PMT number 1 0 2 7 7  |                   40.248*cm 240.205*cm 246.588*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 64 
cher_lg_PMT_Window_30_0_2  |        cher_lg_Tank  |      PMT number window 30 0 2  |                   37.812*cm 239.517*cm 244.599*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff00ff   |                 Box  |                                2.5999*cm 2.5999*cm 0.075*cm  |      SL_H12700UVwin  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
cher_lg_PMT_lightBlock_30_0_2  |        cher_lg_Tank  |  PMT number lightBlock 30 0 2  |                   38.130*cm 241.280*cm 243.687*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | 0000ff   |                 Box  |                                 2.5999*cm 2.5999*cm 0.01*cm  |      SL_H12700UVwin  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: LGC_PMT_LightStop  |              mirror  |                                      no 
  cher_lg_PMT_30_4_1  |        cher_lg_Tank  |          PMT number 1 1 0 0 0  |                   39.686*cm 233.410*cm 233.267*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 4 pixel manual 1 
  cher_lg_PMT_30_4_2  |        cher_lg_Tank  |          PMT number 1 1 0 0 1  |                   39.738*cm 233.701*cm 233.846*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 4 pixel manual 2 
  cher_lg_PMT_30_4_3  |        cher_lg_Tank  |          PMT number 1 1 0 0 2  |                   39.790*cm 233.991*cm 234.425*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 4 pixel manual 3 
  cher_lg_PMT_30_4_4  |        cher_lg_Tank  |          PMT number 1 1 0 0 3  |                   39.842*cm 234.281*cm 235.005*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 4 pixel manual 4 
  cher_lg_PMT_30_4_5  |        cher_lg_Tank  |          PMT number 1 1 0 0 4  |                   39.895*cm 234.572*cm 235.584*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 4 pixel manual 5 
  cher_lg_PMT_30_4_6  |        cher_lg_Tank  |          PMT number 1 1 0 0 5  |                   39.947*cm 234.862*cm 236.163*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 4 pixel manual 6 
  cher_lg_PMT_30_4_7  |        cher_lg_Tank  |          PMT number 1 1 0 0 6  |                   39.999*cm 235.153*cm 236.742*cm  |    ordered: zxy 10.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.0325*cm 0.0325*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 4 pixel manual 7 
