y14_x4	| -173.228	| cm | - |  - | - | - | - | - | - 
y14_x5	| -162.052	| cm | - |  - | - | - | - | - | - 
y14_x6	| -150.876	| cm | - |  - | - | - | - | - | - 
y14_x7	| -139.7	| cm | - |  - | - | - | - | - | - 
y14_x8	| -128.524	| cm | - |  - | - | - | - | - | - 
y14_x9	| -117.348	| cm | - |  - | - | - | - | - | - 
y14_x10	| -106.172	| cm | - |  - | - | - | - | - | - 
y14_x11	| -94.996	| cm | - |  - | - | - | - | - | - 
y14_x12	| -83.82	| cm | - |  - | - | - | - | - | - 
y14_x13	| -72.644	| cm | - |  - | - | - | - | - | - 
y14_x14	| -61.468	| cm | - |  - | - | - | - | - | - 
y14_x15	| -50.292	| cm | - |  - | - | - | - | - | - 
y14_x16	| -39.116	| cm | - |  - | - | - | - | - | - 
y14_x17	| -27.94	| cm | - |  - | - | - | - | - | - 
y14_x18	| -16.764	| cm | - |  - | - | - | - | - | - 
y14_x19	| -5.588	| cm | - |  - | - | - | - | - | - 
y14_x20	| 5.588	| cm | - |  - | - | - | - | - | - 
y14_x21	| 16.764	| cm | - |  - | - | - | - | - | - 
y14_x22	| 27.94	| cm | - |  - | - | - | - | - | - 
y14_x23	| 39.116	| cm | - |  - | - | - | - | - | - 
y14_x24	| 50.292	| cm | - |  - | - | - | - | - | - 
y14_x25	| 61.468	| cm | - |  - | - | - | - | - | - 
y14_x26	| 72.644	| cm | - |  - | - | - | - | - | - 
y14_x27	| 83.82	| cm | - |  - | - | - | - | - | - 
y14_x28	| 94.996	| cm | - |  - | - | - | - | - | - 
y14_x29	| 106.172	| cm | - |  - | - | - | - | - | - 
y14_x30	| 117.348	| cm | - |  - | - | - | - | - | - 
y14_x31	| 128.524	| cm | - |  - | - | - | - | - | - 
y14_x32	| 139.7	| cm | - |  - | - | - | - | - | - 
y14_x33	| 150.876	| cm | - |  - | - | - | - | - | - 
y14_x34	| 162.052	| cm | - |  - | - | - | - | - | - 
y14_x35	| 173.228	| cm | - |  - | - | - | - | - | - 
y14_x36	| 184.404	| cm | - |  - | - | - | - | - | - 
y14_x37	| 195.58	| cm | - |  - | - | - | - | - | - 
y14_x38	| 206.756	| cm | - |  - | - | - | - | - | - 
y14_x39	| 217.932	| cm | - |  - | - | - | - | - | - 
num_y15	| 41	| - | - | - |  - | - | - | - | - 
y15	| -111.305	| cm | - |  - | - | - | - | - | - 
y15_x0	| -223.52	| cm | - |  - | - | - | - | - | - 
y15_x1	| -212.344	| cm | - |  - | - | - | - | - | - 
y15_x2	| -201.168	| cm | - |  - | - | - | - | - | - 
y15_x3	| -189.992	| cm | - |  - | - | - | - | - | - 
y15_x4	| -178.816	| cm | - |  - | - | - | - | - | - 
y15_x5	| -167.64	| cm | - |  - | - | - | - | - | - 
y15_x6	| -156.464	| cm | - |  - | - | - | - | - | - 
y15_x7	| -145.288	| cm | - |  - | - | - | - | - | - 
y15_x8	| -134.112	| cm | - |  - | - | - | - | - | - 
y15_x9	| -122.936	| cm | - |  - | - | - | - | - | - 
y15_x10	| -111.76	| cm | - |  - | - | - | - | - | - 
y15_x11	| -100.584	| cm | - |  - | - | - | - | - | - 
y15_x12	| -89.408	| cm | - |  - | - | - | - | - | - 
y15_x13	| -78.232	| cm | - |  - | - | - | - | - | - 
y15_x14	| -67.056	| cm | - |  - | - | - | - | - | - 
y15_x15	| -55.88	| cm | - |  - | - | - | - | - | - 
y15_x16	| -44.704	| cm | - |  - | - | - | - | - | - 
y15_x17	| -33.528	| cm | - |  - | - | - | - | - | - 
y15_x18	| -22.352	| cm | - |  - | - | - | - | - | - 
y15_x19	| -11.176	| cm | - |  - | - | - | - | - | - 
y15_x20	| 0	| cm | - |  - | - | - | - | - | - 
y15_x21	| 11.176	| cm | - |  - | - | - | - | - | - 
y15_x22	| 22.352	| cm | - |  - | - | - | - | - | - 
y15_x23	| 33.528	| cm | - |  - | - | - | - | - | - 
y15_x24	| 44.704	| cm | - |  - | - | - | - | - | - 
y15_x25	| 55.88	| cm | - |  - | - | - | - | - | - 
y15_x26	| 67.056	| cm | - |  - | - | - | - | - | - 
y15_x27	| 78.232	| cm | - |  - | - | - | - | - | - 
y15_x28	| 89.408	| cm | - |  - | - | - | - | - | - 
y15_x29	| 100.584	| cm | - |  - | - | - | - | - | - 
y15_x30	| 111.76	| cm | - |  - | - | - | - | - | - 
y15_x31	| 122.936	| cm | - |  - | - | - | - | - | - 
y15_x32	| 134.112	| cm | - |  - | - | - | - | - | - 
y15_x33	| 145.288	| cm | - |  - | - | - | - | - | - 
y15_x34	| 156.464	| cm | - |  - | - | - | - | - | - 
y15_x35	| 167.64	| cm | - |  - | - | - | - | - | - 
y15_x36	| 178.816	| cm | - |  - | - | - | - | - | - 
y15_x37	| 189.992	| cm | - |  - | - | - | - | - | - 
y15_x38	| 201.168	| cm | - |  - | - | - | - | - | - 
y15_x39	| 212.344	| cm | - |  - | - | - | - | - | - 
y15_x40	| 223.52	| cm | - |  - | - | - | - | - | - 
num_y16	| 44	| - | - | - |  - | - | - | - | - 
y16	| -101.626	| cm | - |  - | - | - | - | - | - 
y16_x0	| -240.284	| cm | - |  - | - | - | - | - | - 
y16_x1	| -229.108	| cm | - |  - | - | - | - | - | - 
y16_x2	| -217.932	| cm | - |  - | - | - | - | - | - 
y16_x3	| -206.756	| cm | - |  - | - | - | - | - | - 
y16_x4	| -195.58	| cm | - |  - | - | - | - | - | - 
y16_x5	| -184.404	| cm | - |  - | - | - | - | - | - 
y16_x6	| -173.228	| cm | - |  - | - | - | - | - | - 
y16_x7	| -162.052	| cm | - |  - | - | - | - | - | - 
y16_x8	| -150.876	| cm | - |  - | - | - | - | - | - 
y16_x9	| -139.7	| cm | - |  - | - | - | - | - | - 
y16_x10	| -128.524	| cm | - |  - | - | - | - | - | - 
y16_x11	| -117.348	| cm | - |  - | - | - | - | - | - 
y16_x12	| -106.172	| cm | - |  - | - | - | - | - | - 
y16_x13	| -94.996	| cm | - |  - | - | - | - | - | - 
y16_x14	| -83.82	| cm | - |  - | - | - | - | - | - 
y16_x15	| -72.644	| cm | - |  - | - | - | - | - | - 
y16_x16	| -61.468	| cm | - |  - | - | - | - | - | - 
y16_x17	| -50.292	| cm | - |  - | - | - | - | - | - 
y16_x18	| -39.116	| cm | - |  - | - | - | - | - | - 
y16_x19	| -27.94	| cm | - |  - | - | - | - | - | - 
y16_x20	| -16.764	| cm | - |  - | - | - | - | - | - 
y16_x21	| -5.588	| cm | - |  - | - | - | - | - | - 
y16_x22	| 5.588	| cm | - |  - | - | - | - | - | - 
y16_x23	| 16.764	| cm | - |  - | - | - | - | - | - 
y16_x24	| 27.94	| cm | - |  - | - | - | - | - | - 
y16_x25	| 39.116	| cm | - |  - | - | - | - | - | - 
y16_x26	| 50.292	| cm | - |  - | - | - | - | - | - 
y16_x27	| 61.468	| cm | - |  - | - | - | - | - | - 
y16_x28	| 72.644	| cm | - |  - | - | - | - | - | - 
y16_x29	| 83.82	| cm | - |  - | - | - | - | - | - 
y16_x30	| 94.996	| cm | - |  - | - | - | - | - | - 
y16_x31	| 106.172	| cm | - |  - | - | - | - | - | - 
y16_x32	| 117.348	| cm | - |  - | - | - | - | - | - 
y16_x33	| 128.524	| cm | - |  - | - | - | - | - | - 
y16_x34	| 139.7	| cm | - |  - | - | - | - | - | - 
y16_x35	| 150.876	| cm | - |  - | - | - | - | - | - 
y16_x36	| 162.052	| cm | - |  - | - | - | - | - | - 
y16_x37	| 173.228	| cm | - |  - | - | - | - | - | - 
y16_x38	| 184.404	| cm | - |  - | - | - | - | - | - 
y16_x39	| 195.58	| cm | - |  - | - | - | - | - | - 
y16_x40	| 206.756	| cm | - |  - | - | - | - | - | - 
y16_x41	| 217.932	| cm | - |  - | - | - | - | - | - 
y16_x42	| 229.108	| cm | - |  - | - | - | - | - | - 
y16_x43	| 240.284	| cm | - |  - | - | - | - | - | - 
num_y17	| 45	| - | - | - |  - | - | - | - | - 
y17	| -91.948	| cm | - |  - | - | - | - | - | - 
y17_x0	| -245.872	| cm | - |  - | - | - | - | - | - 
y17_x1	| -234.696	| cm | - |  - | - | - | - | - | - 
y17_x2	| -223.52	| cm | - |  - | - | - | - | - | - 
y17_x3	| -212.344	| cm | - |  - | - | - | - | - | - 
y17_x4	| -201.168	| cm | - |  - | - | - | - | - | - 
y17_x5	| -189.992	| cm | - |  - | - | - | - | - | - 
y17_x6	| -178.816	| cm | - |  - | - | - | - | - | - 
y17_x7	| -167.64	| cm | - |  - | - | - | - | - | - 
y17_x8	| -156.464	| cm | - |  - | - | - | - | - | - 
y17_x9	| -145.288	| cm | - |  - | - | - | - | - | - 
y17_x10	| -134.112	| cm | - |  - | - | - | - | - | - 
y17_x11	| -122.936	| cm | - |  - | - | - | - | - | - 
y17_x12	| -111.76	| cm | - |  - | - | - | - | - | - 
y17_x13	| -100.584	| cm | - |  - | - | - | - | - | - 
y17_x14	| -89.408	| cm | - |  - | - | - | - | - | - 
y17_x15	| -78.232	| cm | - |  - | - | - | - | - | - 
y17_x16	| -67.056	| cm | - |  - | - | - | - | - | - 
y17_x17	| -55.88	| cm | - |  - | - | - | - | - | - 
y17_x18	| -44.704	| cm | - |  - | - | - | - | - | - 
y17_x19	| -33.528	| cm | - |  - | - | - | - | - | - 
y17_x20	| -22.352	| cm | - |  - | - | - | - | - | - 
y17_x21	| -11.176	| cm | - |  - | - | - | - | - | - 
y17_x22	| 0	| cm | - |  - | - | - | - | - | - 
y17_x23	| 11.176	| cm | - |  - | - | - | - | - | - 
y17_x24	| 22.352	| cm | - |  - | - | - | - | - | - 
y17_x25	| 33.528	| cm | - |  - | - | - | - | - | - 
y17_x26	| 44.704	| cm | - |  - | - | - | - | - | - 
y17_x27	| 55.88	| cm | - |  - | - | - | - | - | - 
y17_x28	| 67.056	| cm | - |  - | - | - | - | - | - 
y17_x29	| 78.232	| cm | - |  - | - | - | - | - | - 
y17_x30	| 89.408	| cm | - |  - | - | - | - | - | - 
y17_x31	| 100.584	| cm | - |  - | - | - | - | - | - 
y17_x32	| 111.76	| cm | - |  - | - | - | - | - | - 
y17_x33	| 122.936	| cm | - |  - | - | - | - | - | - 
y17_x34	| 134.112	| cm | - |  - | - | - | - | - | - 
y17_x35	| 145.288	| cm | - |  - | - | - | - | - | - 
y17_x36	| 156.464	| cm | - |  - | - | - | - | - | - 
y17_x37	| 167.64	| cm | - |  - | - | - | - | - | - 
y17_x38	| 178.816	| cm | - |  - | - | - | - | - | - 
y17_x39	| 189.992	| cm | - |  - | - | - | - | - | - 
y17_x40	| 201.168	| cm | - |  - | - | - | - | - | - 
y17_x41	| 212.344	| cm | - |  - | - | - | - | - | - 
y17_x42	| 223.52	| cm | - |  - | - | - | - | - | - 
y17_x43	| 234.696	| cm | - |  - | - | - | - | - | - 
y17_x44	| 245.872	| cm | - |  - | - | - | - | - | - 
num_y18	| 36	| - | - | - |  - | - | - | - | - 
y18	| -82.269	| cm | - |  - | - | - | - | - | - 
y18_x0	| -240.284	| cm | - |  - | - | - | - | - | - 
y18_x1	| -229.108	| cm | - |  - | - | - | - | - | - 
y18_x2	| -217.932	| cm | - |  - | - | - | - | - | - 
y18_x3	| -206.756	| cm | - |  - | - | - | - | - | - 
y18_x4	| -195.58	| cm | - |  - | - | - | - | - | - 
y18_x5	| -184.404	| cm | - |  - | - | - | - | - | - 
y18_x6	| -173.228	| cm | - |  - | - | - | - | - | - 
y18_x7	| -162.052	| cm | - |  - | - | - | - | - | - 
y18_x8	| -150.876	| cm | - |  - | - | - | - | - | - 
y18_x9	| -139.7	| cm | - |  - | - | - | - | - | - 
y18_x10	| -128.524	| cm | - |  - | - | - | - | - | - 
y18_x11	| -117.348	| cm | - |  - | - | - | - | - | - 
y18_x12	| -106.172	| cm | - |  - | - | - | - | - | - 
y18_x13	| -94.996	| cm | - |  - | - | - | - | - | - 
y18_x14	| -83.82	| cm | - |  - | - | - | - | - | - 
y18_x15	| -72.644	| cm | - |  - | - | - | - | - | - 
y18_x16	| -61.468	| cm | - |  - | - | - | - | - | - 
y18_x17	| -50.292	| cm | - |  - | - | - | - | - | - 
y18_x18	| 50.292	| cm | - |  - | - | - | - | - | - 
y18_x19	| 61.468	| cm | - |  - | - | - | - | - | - 
y18_x20	| 72.644	| cm | - |  - | - | - | - | - | - 
y18_x21	| 83.82	| cm | - |  - | - | - | - | - | - 
y18_x22	| 94.996	| cm | - |  - | - | - | - | - | - 
y18_x23	| 106.172	| cm | - |  - | - | - | - | - | - 
y18_x24	| 117.348	| cm | - |  - | - | - | - | - | - 
y18_x25	| 128.524	| cm | - |  - | - | - | - | - | - 
y18_x26	| 139.7	| cm | - |  - | - | - | - | - | - 
y18_x27	| 150.876	| cm | - |  - | - | - | - | - | - 
y18_x28	| 162.052	| cm | - |  - | - | - | - | - | - 
y18_x29	| 173.228	| cm | - |  - | - | - | - | - | - 
y18_x30	| 184.404	| cm | - |  - | - | - | - | - | - 
y18_x31	| 195.58	| cm | - |  - | - | - | - | - | - 
y18_x32	| 206.756	| cm | - |  - | - | - | - | - | - 
y18_x33	| 217.932	| cm | - |  - | - | - | - | - | - 
y18_x34	| 229.108	| cm | - |  - | - | - | - | - | - 
y18_x35	| 240.284	| cm | - |  - | - | - | - | - | - 
num_y19	| 36	| - | - | - |  - | - | - | - | - 
y19	| -72.59	| cm | - |  - | - | - | - | - | - 
y19_x0	| -245.872	| cm | - |  - | - | - | - | - | - 
y19_x1	| -234.696	| cm | - |  - | - | - | - | - | - 
y19_x2	| -223.52	| cm | - |  - | - | - | - | - | - 
y19_x3	| -212.344	| cm | - |  - | - | - | - | - | - 
y19_x4	| -201.168	| cm | - |  - | - | - | - | - | - 
y19_x5	| -189.992	| cm | - |  - | - | - | - | - | - 
y19_x6	| -178.816	| cm | - |  - | - | - | - | - | - 
y19_x7	| -167.64	| cm | - |  - | - | - | - | - | - 
y19_x8	| -156.464	| cm | - |  - | - | - | - | - | - 
y19_x9	| -145.288	| cm | - |  - | - | - | - | - | - 
y19_x10	| -134.112	| cm | - |  - | - | - | - | - | - 
y19_x11	| -122.936	| cm | - |  - | - | - | - | - | - 
y19_x12	| -111.76	| cm | - |  - | - | - | - | - | - 
y19_x13	| -100.584	| cm | - |  - | - | - | - | - | - 
y19_x14	| -89.408	| cm | - |  - | - | - | - | - | - 
y19_x15	| -78.232	| cm | - |  - | - | - | - | - | - 
y19_x16	| -67.056	| cm | - |  - | - | - | - | - | - 
y19_x17	| -55.88	| cm | - |  - | - | - | - | - | - 
y19_x18	| 55.88	| cm | - |  - | - | - | - | - | - 
y19_x19	| 67.056	| cm | - |  - | - | - | - | - | - 
y19_x20	| 78.232	| cm | - |  - | - | - | - | - | - 
y19_x21	| 89.408	| cm | - |  - | - | - | - | - | - 
y19_x22	| 100.584	| cm | - |  - | - | - | - | - | - 
y19_x23	| 111.76	| cm | - |  - | - | - | - | - | - 
y19_x24	| 122.936	| cm | - |  - | - | - | - | - | - 
y19_x25	| 134.112	| cm | - |  - | - | - | - | - | - 
y19_x26	| 145.288	| cm | - |  - | - | - | - | - | - 
y19_x27	| 156.464	| cm | - |  - | - | - | - | - | - 
y19_x28	| 167.64	| cm | - |  - | - | - | - | - | - 
y19_x29	| 178.816	| cm | - |  - | - | - | - | - | - 
y19_x30	| 189.992	| cm | - |  - | - | - | - | - | - 
y19_x31	| 201.168	| cm | - |  - | - | - | - | - | - 
y19_x32	| 212.344	| cm | - |  - | - | - | - | - | - 
y19_x33	| 223.52	| cm | - |  - | - | - | - | - | - 
y19_x34	| 234.696	| cm | - |  - | - | - | - | - | - 
y19_x35	| 245.872	| cm | - |  - | - | - | - | - | - 
num_y20	| 34	| - | - | - |  - | - | - | - | - 
y20	| -62.912	| cm | - |  - | - | - | - | - | - 
y20_x0	| -251.46	| cm | - |  - | - | - | - | - | - 
y20_x1	| -240.284	| cm | - |  - | - | - | - | - | - 
y20_x2	| -229.108	| cm | - |  - | - | - | - | - | - 
y20_x3	| -217.932	| cm | - |  - | - | - | - | - | - 
y20_x4	| -206.756	| cm | - |  - | - | - | - | - | - 
y20_x5	| -195.58	| cm | - |  - | - | - | - | - | - 
y20_x6	| -184.404	| cm | - |  - | - | - | - | - | - 
y20_x7	| -173.228	| cm | - |  - | - | - | - | - | - 
y20_x8	| -162.052	| cm | - |  - | - | - | - | - | - 
y20_x9	| -150.876	| cm | - |  - | - | - | - | - | - 
y20_x10	| -139.7	| cm | - |  - | - | - | - | - | - 
y20_x11	| -128.524	| cm | - |  - | - | - | - | - | - 
y20_x12	| -117.348	| cm | - |  - | - | - | - | - | - 
y20_x13	| -106.172	| cm | - |  - | - | - | - | - | - 
y20_x14	| -94.996	| cm | - |  - | - | - | - | - | - 
y20_x15	| -83.82	| cm | - |  - | - | - | - | - | - 
y20_x16	| -72.644	| cm | - |  - | - | - | - | - | - 
y20_x17	| 72.644	| cm | - |  - | - | - | - | - | - 
y20_x18	| 83.82	| cm | - |  - | - | - | - | - | - 
y20_x19	| 94.996	| cm | - |  - | - | - | - | - | - 
y20_x20	| 106.172	| cm | - |  - | - | - | - | - | - 
y20_x21	| 117.348	| cm | - |  - | - | - | - | - | - 
y20_x22	| 128.524	| cm | - |  - | - | - | - | - | - 
y20_x23	| 139.7	| cm | - |  - | - | - | - | - | - 
y20_x24	| 150.876	| cm | - |  - | - | - | - | - | - 
y20_x25	| 162.052	| cm | - |  - | - | - | - | - | - 
y20_x26	| 173.228	| cm | - |  - | - | - | - | - | - 
y20_x27	| 184.404	| cm | - |  - | - | - | - | - | - 
y20_x28	| 195.58	| cm | - |  - | - | - | - | - | - 
y20_x29	| 206.756	| cm | - |  - | - | - | - | - | - 
y20_x30	| 217.932	| cm | - |  - | - | - | - | - | - 
y20_x31	| 229.108	| cm | - |  - | - | - | - | - | - 
y20_x32	| 240.284	| cm | - |  - | - | - | - | - | - 
y20_x33	| 251.46	| cm | - |  - | - | - | - | - | - 
num_y21	| 34	| - | - | - |  - | - | - | - | - 
y21	| -53.233	| cm | - |  - | - | - | - | - | - 
y21_x0	| -257.048	| cm | - |  - | - | - | - | - | - 
y21_x1	| -245.872	| cm | - |  - | - | - | - | - | - 
y21_x2	| -234.696	| cm | - |  - | - | - | - | - | - 
y21_x3	| -223.52	| cm | - |  - | - | - | - | - | - 
y21_x4	| -212.344	| cm | - |  - | - | - | - | - | - 
y21_x5	| -201.168	| cm | - |  - | - | - | - | - | - 
y21_x6	| -189.992	| cm | - |  - | - | - | - | - | - 
y21_x7	| -178.816	| cm | - |  - | - | - | - | - | - 
y21_x8	| -167.64	| cm | - |  - | - | - | - | - | - 
y21_x9	| -156.464	| cm | - |  - | - | - | - | - | - 
y21_x10	| -145.288	| cm | - |  - | - | - | - | - | - 
y21_x11	| -134.112	| cm | - |  - | - | - | - | - | - 
y21_x12	| -122.936	| cm | - |  - | - | - | - | - | - 
y21_x13	| -111.76	| cm | - |  - | - | - | - | - | - 
y21_x14	| -100.584	| cm | - |  - | - | - | - | - | - 
y21_x15	| -89.408	| cm | - |  - | - | - | - | - | - 
y21_x16	| -78.232	| cm | - |  - | - | - | - | - | - 
y21_x17	| 78.232	| cm | - |  - | - | - | - | - | - 
y21_x18	| 89.408	| cm | - |  - | - | - | - | - | - 
y21_x19	| 100.584	| cm | - |  - | - | - | - | - | - 
y21_x20	| 111.76	| cm | - |  - | - | - | - | - | - 
y21_x21	| 122.936	| cm | - |  - | - | - | - | - | - 
y21_x22	| 134.112	| cm | - |  - | - | - | - | - | - 
y21_x23	| 145.288	| cm | - |  - | - | - | - | - | - 
y21_x24	| 156.464	| cm | - |  - | - | - | - | - | - 
y21_x25	| 167.64	| cm | - |  - | - | - | - | - | - 
y21_x26	| 178.816	| cm | - |  - | - | - | - | - | - 
y21_x27	| 189.992	| cm | - |  - | - | - | - | - | - 
y21_x28	| 201.168	| cm | - |  - | - | - | - | - | - 
y21_x29	| 212.344	| cm | - |  - | - | - | - | - | - 
y21_x30	| 223.52	| cm | - |  - | - | - | - | - | - 
y21_x31	| 234.696	| cm | - |  - | - | - | - | - | - 
y21_x32	| 245.872	| cm | - |  - | - | - | - | - | - 
y21_x33	| 257.048	| cm | - |  - | - | - | - | - | - 
num_y22	| 32	| - | - | - |  - | - | - | - | - 
y22	| -43.554	| cm | - |  - | - | - | - | - | - 
y22_x0	| -251.46	| cm | - |  - | - | - | - | - | - 
y22_x1	| -240.284	| cm | - |  - | - | - | - | - | - 
y22_x2	| -229.108	| cm | - |  - | - | - | - | - | - 
y22_x3	| -217.932	| cm | - |  - | - | - | - | - | - 
y22_x4	| -206.756	| cm | - |  - | - | - | - | - | - 
y22_x5	| -195.58	| cm | - |  - | - | - | - | - | - 
y22_x6	| -184.404	| cm | - |  - | - | - | - | - | - 
y22_x7	| -173.228	| cm | - |  - | - | - | - | - | - 
y22_x8	| -162.052	| cm | - |  - | - | - | - | - | - 
y22_x9	| -150.876	| cm | - |  - | - | - | - | - | - 
y22_x10	| -139.7	| cm | - |  - | - | - | - | - | - 
y22_x11	| -128.524	| cm | - |  - | - | - | - | - | - 
y22_x12	| -117.348	| cm | - |  - | - | - | - | - | - 
y22_x13	| -106.172	| cm | - |  - | - | - | - | - | - 
y22_x14	| -94.996	| cm | - |  - | - | - | - | - | - 
y22_x15	| -83.82	| cm | - |  - | - | - | - | - | - 
y22_x16	| 83.82	| cm | - |  - | - | - | - | - | - 
y22_x17	| 94.996	| cm | - |  - | - | - | - | - | - 
y22_x18	| 106.172	| cm | - |  - | - | - | - | - | - 
y22_x19	| 117.348	| cm | - |  - | - | - | - | - | - 
y22_x20	| 128.524	| cm | - |  - | - | - | - | - | - 
y22_x21	| 139.7	| cm | - |  - | - | - | - | - | - 
y22_x22	| 150.876	| cm | - |  - | - | - | - | - | - 
y22_x23	| 162.052	| cm | - |  - | - | - | - | - | - 
y22_x24	| 173.228	| cm | - |  - | - | - | - | - | - 
y22_x25	| 184.404	| cm | - |  - | - | - | - | - | - 
y22_x26	| 195.58	| cm | - |  - | - | - | - | - | - 
y22_x27	| 206.756	| cm | - |  - | - | - | - | - | - 
y22_x28	| 217.932	| cm | - |  - | - | - | - | - | - 
y22_x29	| 229.108	| cm | - |  - | - | - | - | - | - 
y22_x30	| 240.284	| cm | - |  - | - | - | - | - | - 
y22_x31	| 251.46	| cm | - |  - | - | - | - | - | - 
num_y23	| 32	| - | - | - |  - | - | - | - | - 
y23	| -33.875	| cm | - |  - | - | - | - | - | - 
y23_x0	| -257.048	| cm | - |  - | - | - | - | - | - 
y23_x1	| -245.872	| cm | - |  - | - | - | - | - | - 
y23_x2	| -234.696	| cm | - |  - | - | - | - | - | - 
y23_x3	| -223.52	| cm | - |  - | - | - | - | - | - 
y23_x4	| -212.344	| cm | - |  - | - | - | - | - | - 
y23_x5	| -201.168	| cm | - |  - | - | - | - | - | - 
y23_x6	| -189.992	| cm | - |  - | - | - | - | - | - 
y23_x7	| -178.816	| cm | - |  - | - | - | - | - | - 
y23_x8	| -167.64	| cm | - |  - | - | - | - | - | - 
y23_x9	| -156.464	| cm | - |  - | - | - | - | - | - 
y23_x10	| -145.288	| cm | - |  - | - | - | - | - | - 
y23_x11	| -134.112	| cm | - |  - | - | - | - | - | - 
y23_x12	| -122.936	| cm | - |  - | - | - | - | - | - 
y23_x13	| -111.76	| cm | - |  - | - | - | - | - | - 
y23_x14	| -100.584	| cm | - |  - | - | - | - | - | - 
y23_x15	| -89.408	| cm | - |  - | - | - | - | - | - 
y23_x16	| 89.408	| cm | - |  - | - | - | - | - | - 
y23_x17	| 100.584	| cm | - |  - | - | - | - | - | - 
y23_x18	| 111.76	| cm | - |  - | - | - | - | - | - 
y23_x19	| 122.936	| cm | - |  - | - | - | - | - | - 
y23_x20	| 134.112	| cm | - |  - | - | - | - | - | - 
y23_x21	| 145.288	| cm | - |  - | - | - | - | - | - 
y23_x22	| 156.464	| cm | - |  - | - | - | - | - | - 
y23_x23	| 167.64	| cm | - |  - | - | - | - | - | - 
y23_x24	| 178.816	| cm | - |  - | - | - | - | - | - 
y23_x25	| 189.992	| cm | - |  - | - | - | - | - | - 
y23_x26	| 201.168	| cm | - |  - | - | - | - | - | - 
y23_x27	| 212.344	| cm | - |  - | - | - | - | - | - 
y23_x28	| 223.52	| cm | - |  - | - | - | - | - | - 
y23_x29	| 234.696	| cm | - |  - | - | - | - | - | - 
y23_x30	| 245.872	| cm | - |  - | - | - | - | - | - 
y23_x31	| 257.048	| cm | - |  - | - | - | - | - | - 
num_y24	| 32	| - | - | - |  - | - | - | - | - 
y24	| -24.197	| cm | - |  - | - | - | - | - | - 
y24_x0	| -251.46	| cm | - |  - | - | - | - | - | - 
y24_x1	| -240.284	| cm | - |  - | - | - | - | - | - 
y24_x2	| -229.108	| cm | - |  - | - | - | - | - | - 
y24_x3	| -217.932	| cm | - |  - | - | - | - | - | - 
y24_x4	| -206.756	| cm | - |  - | - | - | - | - | - 
y24_x5	| -195.58	| cm | - |  - | - | - | - | - | - 
y24_x6	| -184.404	| cm | - |  - | - | - | - | - | - 
y24_x7	| -173.228	| cm | - |  - | - | - | - | - | - 
y24_x8	| -162.052	| cm | - |  - | - | - | - | - | - 
y24_x9	| -150.876	| cm | - |  - | - | - | - | - | - 
y24_x10	| -139.7	| cm | - |  - | - | - | - | - | - 
y24_x11	| -128.524	| cm | - |  - | - | - | - | - | - 
y24_x12	| -117.348	| cm | - |  - | - | - | - | - | - 
y24_x13	| -106.172	| cm | - |  - | - | - | - | - | - 
y24_x14	| -94.996	| cm | - |  - | - | - | - | - | - 
y24_x15	| -83.82	| cm | - |  - | - | - | - | - | - 
y24_x16	| 83.82	| cm | - |  - | - | - | - | - | - 
y24_x17	| 94.996	| cm | - |  - | - | - | - | - | - 
y24_x18	| 106.172	| cm | - |  - | - | - | - | - | - 
y24_x19	| 117.348	| cm | - |  - | - | - | - | - | - 
y24_x20	| 128.524	| cm | - |  - | - | - | - | - | - 
y24_x21	| 139.7	| cm | - |  - | - | - | - | - | - 
y24_x22	| 150.876	| cm | - |  - | - | - | - | - | - 
y24_x23	| 162.052	| cm | - |  - | - | - | - | - | - 
y24_x24	| 173.228	| cm | - |  - | - | - | - | - | - 
y24_x25	| 184.404	| cm | - |  - | - | - | - | - | - 
y24_x26	| 195.58	| cm | - |  - | - | - | - | - | - 
y24_x27	| 206.756	| cm | - |  - | - | - | - | - | - 
y24_x28	| 217.932	| cm | - |  - | - | - | - | - | - 
y24_x29	| 229.108	| cm | - |  - | - | - | - | - | - 
y24_x30	| 240.284	| cm | - |  - | - | - | - | - | - 
y24_x31	| 251.46	| cm | - |  - | - | - | - | - | - 
num_y25	| 30	| - | - | - |  - | - | - | - | - 
y25	| -14.518	| cm | - |  - | - | - | - | - | - 
y25_x0	| -245.872	| cm | - |  - | - | - | - | - | - 
y25_x1	| -234.696	| cm | - |  - | - | - | - | - | - 
y25_x2	| -223.52	| cm | - |  - | - | - | - | - | - 
y25_x3	| -212.344	| cm | - |  - | - | - | - | - | - 
y25_x4	| -201.168	| cm | - |  - | - | - | - | - | - 
y25_x5	| -189.992	| cm | - |  - | - | - | - | - | - 
y25_x6	| -178.816	| cm | - |  - | - | - | - | - | - 
y25_x7	| -167.64	| cm | - |  - | - | - | - | - | - 
y25_x8	| -156.464	| cm | - |  - | - | - | - | - | - 
y25_x9	| -145.288	| cm | - |  - | - | - | - | - | - 
y25_x10	| -134.112	| cm | - |  - | - | - | - | - | - 
y25_x11	| -122.936	| cm | - |  - | - | - | - | - | - 
y25_x12	| -111.76	| cm | - |  - | - | - | - | - | - 
y25_x13	| -100.584	| cm | - |  - | - | - | - | - | - 
y25_x14	| -89.408	| cm | - |  - | - | - | - | - | - 
y25_x15	| 89.408	| cm | - |  - | - | - | - | - | - 
